,geoid,year,in100,msaid15,msaname15,countyfips,statefips,stateusps,pop,z_ED_nat,z_HE_nat,z_SE_nat,z_COI_nat,c5_ED_nat,c5_HE_nat,c5_SE_nat,c5_COI_nat,r_ED_nat,r_HE_nat,r_SE_nat,r_COI_nat,c5_ED_stt,c5_HE_stt,c5_SE_stt,c5_COI_stt,r_ED_stt,r_HE_stt,r_SE_stt,r_COI_stt,c5_ED_met,c5_HE_met,c5_SE_met,c5_COI_met,r_ED_met,r_HE_met,r_SE_met,r_COI_met
429,36047013500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1028,0.14801542,0.064014047,0.24580763,0.051780537,Very High,Very High,Very High,Very High,97,91,93,97,Very High,Very High,Very High,Very High,95,88,95,97,Very High,Very High,Very High,Very High,91,83,95,96
430,36047013600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,822,0.039451048,0.026431901,-0.067346267,-0.000663194,High,Moderate,Low,Moderate,73,57,32,44,High,Low,Moderate,Moderate,69,34,43,48,Moderate,Low,Moderate,Moderate,59,33,41,47
431,36047013700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,694,0.12842821,0.056026362,0.077303909,0.02915599,Very High,Very High,Moderate,High,95,86,60,79,Very High,High,High,High,93,78,66,79,Very High,High,High,High,88,74,63,73
432,36047013800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,563,0.040499587,0.007877651,-0.052317806,-0.000772657,High,Low,Low,Moderate,74,39,35,44,High,Very Low,Moderate,Moderate,69,15,45,48,Moderate,Very Low,Moderate,Moderate,60,14,44,46
433,36047013900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,608,0.12595077,0.040638745,0.20447691,0.042044159,Very High,High,Very High,Very High,95,71,86,91,Very High,Moderate,Very High,Very High,93,55,89,91,Very High,Moderate,Very High,Very High,87,52,88,88
434,36047014000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,394,0.049702693,0.050156608,-0.014854459,0.009103211,High,High,Moderate,Moderate,77,80,42,56,High,High,Moderate,Moderate,73,70,51,59,High,High,Moderate,Moderate,64,66,49,54
435,36047014100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,600,0.1134583,0.040214457,0.13308367,0.032309715,Very High,High,High,Very High,93,71,72,82,Very High,Moderate,High,Very High,91,54,76,82,Very High,Moderate,High,High,85,52,73,76
436,36047014200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,575,0.048604041,0.01815998,-0.088087052,-0.00294511,High,Moderate,Low,Moderate,76,48,29,42,High,Low,Low,Moderate,72,23,40,46,High,Low,Low,Moderate,63,23,39,44
437,36047014300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,597,0.08538118,0.047841333,0.10590824,0.026854718,Very High,High,High,High,87,78,66,76,Very High,High,High,High,86,66,71,76,High,High,High,High,78,63,68,70
438,36047014500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,579,0.10256778,0.054987859,0.067491151,0.025044544,Very High,Very High,Moderate,High,91,85,58,74,Very High,High,High,High,90,77,64,74,Very High,High,High,High,83,73,61,68
439,36047014700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,537,0.12238866,0.039083168,-0.039312955,0.013114478,Very High,High,Low,High,94,70,37,61,Very High,Moderate,Moderate,High,92,53,47,63,Very High,Moderate,Moderate,Moderate,87,50,45,58
440,36047014800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,234,0.099646159,0.044384222,-0.090887398,0.005162404,Very High,High,Low,Moderate,90,75,29,51,Very High,High,Low,Moderate,89,61,39,54,Very High,Moderate,Low,Moderate,82,58,38,51
441,36047014900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1455,0.1497241,0.059705876,0.17297508,0.043035347,Very High,Very High,High,Very High,97,89,80,92,Very High,Very High,Very High,Very High,95,83,83,92,Very High,High,Very High,Very High,92,79,82,89
442,36047015000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,266,0.10015717,0.045801353,0.055791978,0.022439081,Very High,High,Moderate,High,91,76,56,72,Very High,High,High,High,89,63,62,72,Very High,Moderate,Moderate,High,82,60,59,66
443,36047015100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,966,0.17590982,0.071789563,0.26230821,0.057611983,Very High,Very High,Very High,Very High,99,95,95,99,Very High,Very High,Very High,Very High,97,94,96,99,Very High,Very High,Very High,Very High,95,91,97,99
444,36047015200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,464,0.061330374,0.040001549,0.011855185,0.012416417,Very High,High,Moderate,Moderate,81,71,47,60,High,Moderate,Moderate,High,78,54,55,62,High,Moderate,Moderate,Moderate,69,51,52,57
445,36047015300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,469,0.18327168,0.063743137,0.22576295,0.053316839,Very High,Very High,Very High,Very High,99,91,90,98,Very High,Very High,Very High,Very High,98,87,92,97,Very High,Very High,Very High,Very High,97,83,93,97
446,36047015500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,796,0.1599419,0.055236418,0.21527649,0.04861211,Very High,Very High,Very High,Very High,98,85,88,95,Very High,High,Very High,Very High,96,77,91,95,Very High,High,Very High,Very High,93,73,91,94
447,36047015700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,733,0.1459996,0.069025263,0.24461311,0.051951889,Very High,Very High,Very High,Very High,97,94,93,97,Very High,Very High,Very High,Very High,94,92,95,97,Very High,Very High,Very High,Very High,91,88,95,96
448,36047015900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,922,0.12469753,0.050853431,0.30884773,0.055138364,Very High,Very High,Very High,Very High,94,81,99,98,Very High,High,Very High,Very High,92,71,99,98,Very High,High,Very High,Very High,87,67,100,98
449,36047016000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,690,0.063877262,-0.001764612,-0.06745515,-0.000975684,Very High,Low,Low,Moderate,81,31,32,44,High,Very Low,Moderate,Moderate,79,10,43,48,High,Very Low,Moderate,Moderate,70,10,41,46
450,36047016100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,591,0.090467177,0.063800909,0.14440203,0.033594798,Very High,Very High,High,Very High,88,91,74,83,Very High,Very High,High,Very High,87,87,78,83,High,Very High,High,High,80,83,76,78
451,36047016200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,288,0.064020447,0.038770635,0.049166717,0.016924866,Very High,High,Moderate,High,81,70,54,65,High,Moderate,High,High,79,52,61,66,High,Moderate,Moderate,High,70,50,58,61
452,36047016300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,463,0.076807216,0.045373436,0.1632864,0.032321442,Very High,High,High,Very High,85,76,78,82,Very High,High,Very High,Very High,84,62,82,82,High,Moderate,High,High,75,59,80,76
453,36047016400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,310,0.11825975,-0.067045055,-0.20608006,-0.018041693,Very High,Very Low,Very Low,Low,94,4,14,26,Very High,Very Low,Low,Low,92,1,25,31,Very High,Very Low,Low,Low,86,1,23,31
454,36047016500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1375,0.17681481,0.067057982,0.30807251,0.062534258,Very High,Very High,Very High,Very High,99,93,99,100,Very High,Very High,Very High,Very High,97,90,99,100,Very High,Very High,Very High,Very High,96,86,99,100
455,36047016600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,324,0.081540518,0.030101569,0.13314764,0.027712407,Very High,Moderate,High,High,86,60,72,77,Very High,Low,High,High,85,39,76,77,High,Low,High,High,77,38,73,71
456,36047016700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1574,0.18345675,0.062389035,0.2422024,0.055106312,Very High,Very High,Very High,Very High,99,90,92,98,Very High,Very High,Very High,Very High,98,86,94,98,Very High,Very High,Very High,Very High,97,82,95,98
457,36047016800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,360,0.10065692,0.010134542,0.060668405,0.019266659,Very High,Moderate,Moderate,High,91,41,57,68,Very High,Very Low,High,High,89,16,63,68,Very High,Very Low,Moderate,High,82,16,60,63
458,36047016900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,851,0.16306958,0.046621934,0.18837151,0.044910271,Very High,High,Very High,Very High,98,77,83,93,Very High,High,Very High,Very High,96,64,86,93,Very High,High,Very High,Very High,94,61,85,90
459,36047017000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,638,0.073982596,0.026755808,-0.080442145,0.001664929,Very High,Moderate,Low,Moderate,84,57,30,47,Very High,Low,Moderate,Moderate,83,34,41,51,High,Low,Low,Moderate,74,34,40,48
460,36047017100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,987,0.18219796,-0.042011138,0.20676078,0.03973395,Very High,Very Low,Very High,Very High,99,10,87,89,Very High,Very Low,Very High,Very High,98,3,89,89,Very High,Very Low,Very High,Very High,97,2,89,85
461,36047017200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,783,0.07631775,0.031551111,-0.016416585,0.009884131,Very High,High,Moderate,Moderate,85,62,41,57,Very High,Moderate,Moderate,Moderate,84,41,50,59,High,Low,Moderate,Moderate,75,40,49,55
462,36047017400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,516,0.074963339,0.039938871,0.027287992,0.015712894,Very High,High,Moderate,High,85,71,50,64,Very High,Moderate,Moderate,High,83,54,58,65,High,Moderate,Moderate,Moderate,75,51,55,60
463,36047017600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,573,0.049195249,0.027342685,-0.17952199,-0.012543135,High,Moderate,Very Low,Low,77,58,17,31,High,Low,Low,Low,73,35,27,36,High,Low,Low,Low,63,34,26,36
464,36047017800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,775,0.044985462,0.035157297,-0.16713473,-0.010735499,High,High,Very Low,Low,75,66,18,33,High,Moderate,Low,Low,71,47,29,38,High,Moderate,Low,Low,62,45,28,38
465,36047017900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,933,0.11402472,0.05990424,-0.17925085,-0.001879592,Very High,Very High,Very Low,Moderate,93,89,17,43,Very High,Very High,Low,Moderate,91,83,27,47,Very High,High,Low,Moderate,85,79,26,45
466,36047018000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,905,0.057092395,0.004705447,-0.082800701,-0.002823131,High,Low,Low,Moderate,79,36,30,42,High,Very Low,Moderate,Moderate,76,13,41,46,High,Very Low,Low,Moderate,67,13,40,45
467,36047018100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,499,0.10858966,0.030998617,0.23719229,0.042906184,Very High,High,Very High,Very High,92,61,92,92,Very High,Low,Very High,Very High,90,40,94,92,Very High,Low,Very High,Very High,84,39,94,89
468,36047018200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,704,0.038724486,0.028151589,-0.087342396,-0.002887527,High,Moderate,Low,Moderate,73,58,29,42,High,Low,Low,Moderate,68,36,40,46,Moderate,Low,Low,Moderate,59,36,39,44
469,36047018300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,471,0.078978382,0.068878882,0.16909987,0.035739116,Very High,Very High,High,Very High,86,94,80,85,Very High,Very High,Very High,Very High,84,91,83,85,High,Very High,Very High,Very High,76,88,81,81
470,36047018400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,618,0.10230902,0.048274383,0.012775248,0.017934177,Very High,High,Moderate,High,91,79,47,66,Very High,High,Moderate,High,89,67,55,67,Very High,High,Moderate,High,83,63,53,61
471,36047018501,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1183,-0.014538605,0.066388115,-0.48617998,-0.051121049,Moderate,Very High,Very Low,Very Low,46,93,2,6,Moderate,Very High,Very Low,Very Low,42,89,6,12,Low,Very High,Very Low,Very Low,38,86,5,11
472,36047018600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,463,0.072654083,0.033885591,-0.074512348,0.002966767,Very High,High,Low,Moderate,84,64,31,49,Very High,Moderate,Moderate,Moderate,82,45,42,52,High,Moderate,Moderate,Moderate,74,43,41,49
473,36047018700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,313,0.023214364,0.030978715,0.035749897,0.01002308,High,High,Moderate,Moderate,66,61,52,57,High,Low,Moderate,Moderate,62,40,59,59,Moderate,Low,Moderate,Moderate,53,39,56,55
474,36047018800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,628,0.054441337,0.03076914,-0.027788214,0.006059027,High,High,Low,Moderate,78,61,39,52,High,Low,Moderate,Moderate,75,40,48,55,High,Low,Moderate,Moderate,66,39,47,52
475,36047019000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,954,0.039500751,0.014325798,-0.18505494,-0.015643869,High,Moderate,Very Low,Low,73,45,16,28,High,Very Low,Low,Low,69,19,27,33,Moderate,Very Low,Low,Low,59,19,26,33
476,36047019100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,587,0.000592717,0.029740812,0.13552654,0.019001635,Moderate,Moderate,High,High,55,60,73,68,Moderate,Low,High,High,50,39,76,68,Moderate,Low,High,High,43,38,74,62
477,36047019200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1327,0.017651372,0.025890801,-0.074523084,-0.003966025,High,Moderate,Low,Low,64,56,31,40,Moderate,Low,Moderate,Moderate,59,33,42,45,Moderate,Low,Moderate,Moderate,50,33,41,43
478,36047019300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,980,0.003927623,0.060576245,-0.085169397,-0.003031465,Moderate,Very High,Low,Moderate,57,89,30,41,Moderate,Very High,Low,Moderate,52,84,40,46,Moderate,High,Low,Moderate,44,80,39,44
479,36047019400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,730,0.050340977,0.014134107,-0.17803375,-0.013648747,High,Moderate,Very Low,Low,77,44,17,30,High,Very Low,Low,Low,73,19,28,35,High,Very Low,Low,Low,64,19,27,35
480,36047019500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,502,0.039571758,0.061589625,0.130907,0.026162291,High,Very High,High,High,73,90,72,76,High,Very High,High,High,69,85,75,76,Moderate,Very High,High,High,59,81,73,69
481,36047019600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1066,0.046881508,0.009571448,-0.17759812,-0.014466008,High,Low,Very Low,Low,76,40,17,29,High,Very Low,Low,Low,72,16,28,34,High,Very Low,Low,Low,63,15,27,34
482,36047019700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,575,0.099203706,0.078161187,0.13118941,0.034551103,Very High,Very High,High,Very High,90,98,72,84,Very High,Very High,High,Very High,89,98,75,84,Very High,Very High,High,High,82,96,73,79
483,36047019800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,403,0.06711144,0.038277969,-0.17953975,-0.009400891,Very High,High,Very Low,Low,82,69,17,34,High,Moderate,Low,Low,80,52,27,39,High,Moderate,Low,Low,72,49,26,38
484,36047019900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,636,0.093587443,0.055409197,0.14578107,0.033207316,Very High,Very High,High,Very High,89,85,75,83,Very High,High,High,Very High,88,77,79,82,High,High,High,High,80,73,76,77
485,36047020000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,517,0.057454724,0.033181682,-0.089939803,-0.000583832,High,High,Low,Moderate,79,64,29,44,High,Moderate,Low,Moderate,76,44,40,48,High,Moderate,Low,Moderate,67,42,38,47
486,36047020100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,635,0.1107627,0.036611572,0.14923139,0.033507481,Very High,High,High,Very High,92,67,75,83,Very High,Moderate,High,Very High,91,49,79,83,Very High,Moderate,High,High,84,47,77,77
487,36047020200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,442,0.060550634,0.025477294,0.031236032,0.013040138,High,Moderate,Moderate,High,80,56,51,61,High,Low,Moderate,High,78,32,58,62,High,Low,Moderate,Moderate,69,32,55,57
488,36047020300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,306,0.058815956,0.03314849,0.069321372,0.018096693,High,High,Moderate,High,80,64,59,67,High,Moderate,High,High,77,44,65,67,High,Moderate,High,High,68,42,62,62
489,36047020400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,374,0.060703654,0.02851861,0.003501598,0.010153154,High,Moderate,Moderate,Moderate,80,59,45,57,High,Low,Moderate,Moderate,78,37,53,59,High,Low,Moderate,Moderate,69,36,51,55
490,36047020500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,418,0.040969782,0.042162705,0.1072346,0.021494908,High,High,High,High,74,73,67,71,High,Moderate,High,High,69,57,71,71,Moderate,Moderate,High,High,60,54,68,65
491,36047020600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,458,0.046817277,0.027943015,-0.05232314,0.002060248,High,Moderate,Low,Moderate,76,58,35,48,High,Low,Moderate,Moderate,72,36,45,51,High,Low,Moderate,Moderate,63,35,43,49
492,36047020700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,767,0.048373673,0.061082475,0.21549369,0.036924962,High,Very High,Very High,Very High,76,90,88,86,High,Very High,Very High,Very High,72,84,91,87,High,High,Very High,Very High,63,80,91,82
493,36047020800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,768,0.03824899,0.038236566,-0.11409744,-0.004980538,High,High,Low,Low,73,69,25,39,High,Moderate,Low,Moderate,68,52,36,43,Moderate,Moderate,Low,Moderate,59,49,35,42
494,36047021000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1013,0.056653149,0.023485785,-0.21653153,-0.016435897,High,Moderate,Very Low,Low,79,54,13,27,High,Low,Low,Low,76,30,24,33,High,Low,Low,Low,67,30,22,32
495,36047021100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,395,0.017690523,0.029127786,-0.060064368,-0.001934671,High,Moderate,Low,Moderate,64,59,34,43,Moderate,Low,Moderate,Moderate,59,38,44,47,Moderate,Low,Moderate,Moderate,51,37,42,45
496,36047021200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,915,0.027892042,0.0157922,-0.16155373,-0.014036355,High,Moderate,Very Low,Low,68,46,19,30,High,Low,Low,Low,64,21,30,35,Moderate,Very Low,Low,Low,55,20,29,34
497,36047021300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,763,-0.014932319,0.057807103,-0.29705051,-0.030068245,Moderate,Very High,Very Low,Very Low,46,87,8,16,Moderate,Very High,Very Low,Low,42,81,17,23,Low,High,Very Low,Low,37,77,16,21
498,36047021400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,807,0.028846001,0.01465174,-0.16421859,-0.014362356,High,Moderate,Very Low,Low,69,45,19,29,High,Very Low,Low,Low,64,20,29,34,Moderate,Very Low,Low,Low,55,19,28,34
499,36047021500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,903,0.045125127,0.035622232,0.001340495,0.008935235,High,High,Moderate,Moderate,75,66,45,56,High,Moderate,Moderate,Moderate,71,47,53,58,High,Moderate,Moderate,Moderate,62,46,51,54
500,36047021600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1863,0.042841148,0.045163281,-0.15888619,-0.00894797,High,High,Very Low,Low,75,76,19,35,High,High,Low,Low,70,62,30,40,High,Moderate,Low,Low,61,59,29,39
501,36047021700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,888,-0.001656515,0.046249188,-0.10405555,-0.007371126,Moderate,High,Low,Low,54,77,27,37,Moderate,High,Low,Moderate,49,64,37,41,Moderate,High,Low,Low,42,61,36,40
502,36047021800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1720,0.025867239,0.034316301,-0.19710106,-0.016425855,High,High,Very Low,Low,67,65,15,27,High,Moderate,Low,Low,63,45,26,33,Moderate,Moderate,Low,Low,54,44,25,32
503,36047021900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,405,-0.007363575,0.018119631,-0.048931152,-0.004580274,Moderate,Moderate,Low,Low,50,48,36,40,Moderate,Low,Moderate,Moderate,46,23,46,44,Low,Low,Moderate,Moderate,40,23,44,42
