,geoid,year,in100,msaid15,msaname15,countyfips,statefips,stateusps,pop,z_ED_nat,z_HE_nat,z_SE_nat,z_COI_nat,c5_ED_nat,c5_HE_nat,c5_SE_nat,c5_COI_nat,r_ED_nat,r_HE_nat,r_SE_nat,r_COI_nat,c5_ED_stt,c5_HE_stt,c5_SE_stt,c5_COI_stt,r_ED_stt,r_HE_stt,r_SE_stt,r_COI_stt,c5_ED_met,c5_HE_met,c5_SE_met,c5_COI_met,r_ED_met,r_HE_met,r_SE_met,r_COI_met
1906,36081042400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,490,0.018292094,0.012690439,-0.14261204,-0.013223441,High,Moderate,Low,Low,64,43,21,31,Moderate,Very Low,Low,Low,60,18,32,36,Moderate,Very Low,Low,Low,51,18,31,35
1907,36081042700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1656,-0.018861618,-0.005013636,-0.14147884,-0.01908293,Moderate,Low,Low,Low,44,28,22,25,Low,Very Low,Low,Low,40,9,32,30,Low,Very Low,Low,Low,36,9,31,30
1908,36081043200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,305,-0.001938889,0.034546692,-0.095117956,-0.007607469,Moderate,High,Low,Low,53,65,28,36,Moderate,Moderate,Low,Moderate,49,46,39,41,Moderate,Moderate,Low,Low,42,44,38,40
1909,36081043400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,352,-0.060642075,0.029278241,-0.10931388,-0.016310031,Very Low,Moderate,Low,Low,19,60,26,27,Low,Low,Low,Low,22,38,36,33,Low,Low,Low,Low,22,37,36,32
1910,36081043701,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,691,0.008945965,0.021667708,-0.30923754,-0.032692041,Moderate,Moderate,Very Low,Very Low,59,52,7,14,Moderate,Low,Very Low,Low,54,27,17,21,Moderate,Low,Very Low,Very Low,46,27,15,20
1911,36081043702,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1419,-0.030822599,0.011691308,-0.35144666,-0.043062184,Low,Moderate,Very Low,Very Low,36,42,5,9,Low,Very Low,Very Low,Very Low,34,17,14,16,Low,Very Low,Very Low,Very Low,32,17,13,14
1912,36081043900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1252,-0.028490005,-0.002779635,-0.34087008,-0.043113276,Low,Low,Very Low,Very Low,38,30,6,9,Low,Very Low,Very Low,Very Low,35,10,15,16,Low,Very Low,Very Low,Very Low,33,10,13,14
1913,36081044000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,969,-0.029431231,-0.022941282,-0.29774275,-0.040343828,Low,Very Low,Very Low,Very Low,37,17,8,10,Low,Very Low,Very Low,Very Low,34,5,17,17,Low,Very Low,Very Low,Very Low,32,4,16,16
1914,36081044301,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,830,-0.037339401,-0.011268142,-0.3048977,-0.040808666,Low,Low,Very Low,Very Low,32,24,7,10,Low,Very Low,Very Low,Very Low,31,7,17,17,Low,Very Low,Very Low,Very Low,30,7,15,16
1915,36081044302,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,789,-0.003724746,-0.016075822,-0.2077301,-0.026296346,Moderate,Low,Very Low,Very Low,52,21,14,19,Moderate,Very Low,Low,Low,48,6,25,25,Moderate,Very Low,Low,Low,41,6,23,24
1916,36081044400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,789,-0.043553628,-0.001409047,-0.27701581,-0.037201945,Low,Low,Very Low,Very Low,28,31,9,12,Low,Very Low,Very Low,Very Low,28,10,19,19,Low,Very Low,Very Low,Very Low,28,10,17,17
1917,36081044601,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,893,-0.072928257,0.022520887,-0.21004601,-0.030109769,Very Low,Moderate,Very Low,Very Low,14,53,14,16,Very Low,Low,Low,Low,17,28,24,22,Very Low,Low,Low,Low,17,28,23,21
1918,36081044602,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1326,-0.052954085,0.020623764,-0.3532151,-0.044764273,Low,Moderate,Very Low,Very Low,23,51,5,8,Low,Low,Very Low,Very Low,25,26,14,15,Low,Low,Very Low,Very Low,25,26,13,14
1919,36081044800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,787,-0.022386702,0.01008747,-0.15413897,-0.019339088,Moderate,Moderate,Very Low,Low,41,41,20,25,Low,Very Low,Low,Low,38,16,31,30,Low,Very Low,Low,Low,35,16,30,30
1920,36081045000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,437,-0.002260296,0.030767167,-0.037565384,-0.001347649,Moderate,High,Low,Moderate,53,61,38,43,Moderate,Low,Moderate,Moderate,49,40,47,47,Moderate,Low,Moderate,Moderate,42,39,46,46
1921,36081045200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,156,0.024217481,0.065341167,-0.15660691,-0.008594631,High,Very High,Very Low,Low,67,92,20,35,High,Very High,Low,Low,62,88,30,40,Moderate,Very High,Low,Low,53,85,29,39
1922,36081045400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1074,0.014073366,0.026377834,-0.093888171,-0.006563326,High,Moderate,Low,Low,62,57,28,38,Moderate,Low,Low,Moderate,57,34,39,42,Moderate,Low,Low,Moderate,49,33,38,41
1923,36081045500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,4220,0.022213206,0.030298918,-0.2045445,-0.018123511,High,High,Very Low,Low,66,61,14,26,High,Low,Low,Low,61,40,25,31,Moderate,Low,Low,Low,52,38,24,31
1924,36081045600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,276,0.018436657,0.037537444,-0.14894339,-0.011300389,High,High,Low,Low,64,68,21,33,Moderate,Moderate,Low,Low,60,50,31,38,Moderate,Moderate,Low,Low,51,48,30,37
1925,36081045700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,554,0.020366607,-0.027143609,0.006918633,0.000168541,High,Very Low,Moderate,Moderate,65,15,46,45,Moderate,Very Low,Moderate,Moderate,60,4,54,49,Moderate,Very Low,Moderate,Moderate,52,3,52,47
1926,36081045800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,574,0.061043184,0.058284488,-0.010482669,0.011730571,Very High,Very High,Moderate,Moderate,81,87,43,59,High,Very High,Moderate,High,78,82,51,61,High,High,Moderate,Moderate,69,77,49,56
1927,36081045900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,751,0.023048732,-0.021440497,-0.14786237,-0.01694029,High,Very Low,Low,Low,66,18,21,27,High,Very Low,Low,Low,61,5,31,32,Moderate,Very Low,Low,Low,53,4,31,32
1928,36081046000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1720,0.011754406,0.008783829,-0.2157537,-0.022873554,High,Low,Very Low,Low,61,39,13,22,Moderate,Very Low,Low,Low,56,15,24,28,Moderate,Very Low,Low,Low,48,15,22,27
1929,36081046100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,627,-0.012226257,-0.019375512,-0.15133049,-0.021023998,Moderate,Very Low,Very Low,Low,48,19,20,23,Moderate,Very Low,Low,Low,43,6,31,29,Low,Very Low,Low,Low,38,5,30,28
1930,36081046200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,2049,0.025220703,0.02221713,-0.26979962,-0.026244842,High,Moderate,Very Low,Very Low,67,52,9,19,High,Low,Very Low,Low,62,28,19,25,Moderate,Low,Very Low,Low,53,28,18,24
1931,36081046300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1143,-0.035724312,-0.009825509,-0.17277162,-0.025100812,Low,Low,Very Low,Very Low,33,25,18,20,Low,Very Low,Low,Low,31,8,28,26,Low,Very Low,Low,Low,30,7,27,25
1932,36081046400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,209,0.050377477,0.019652128,-0.01834036,0.005526299,High,Moderate,Moderate,Moderate,77,50,41,52,High,Low,Moderate,Moderate,73,25,50,55,High,Low,Moderate,Moderate,64,25,48,51
1933,36081046500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,650,-0.044862993,-0.023019399,-0.15722159,-0.025705457,Low,Very Low,Very Low,Very Low,28,17,20,19,Low,Very Low,Low,Low,28,5,30,26,Low,Very Low,Low,Low,27,4,29,25
1934,36081046600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1015,0.065054573,0.048589755,-0.21008417,-0.012085577,Very High,High,Very Low,Low,82,79,14,32,High,High,Low,Low,80,67,24,37,High,High,Low,Low,71,64,23,36
1935,36081046700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1679,-0.020088021,0.000588871,-0.22921036,-0.028831881,Moderate,Low,Very Low,Very Low,43,33,12,17,Low,Very Low,Low,Low,39,11,23,23,Low,Very Low,Low,Low,36,11,21,22
1936,36081046800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,563,-0.01536002,0.001918368,-0.15467343,-0.019493686,Moderate,Low,Very Low,Low,46,34,20,24,Moderate,Very Low,Low,Low,42,12,30,30,Low,Very Low,Low,Low,37,12,30,30
1937,36081046900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1536,0.013677121,-0.009583997,-0.17163464,-0.019481203,High,Low,Very Low,Low,62,25,18,24,Moderate,Very Low,Low,Low,57,8,28,30,Moderate,Very Low,Low,Low,49,7,27,30
1938,36081047000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,668,-0.011866274,0.021493254,-0.21631996,-0.024198493,Moderate,Moderate,Very Low,Low,48,52,13,21,Moderate,Low,Low,Low,43,27,24,26,Low,Low,Low,Low,39,27,22,26
1939,36081047100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,846,0.039742198,0.017356334,-0.10345103,-0.005798286,High,Moderate,Low,Low,73,47,27,38,High,Low,Low,Moderate,69,22,38,43,Moderate,Low,Low,Moderate,59,22,37,41
1940,36081047200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,623,-0.005149514,0.05684638,-0.06346415,-0.001905985,Moderate,Very High,Low,Moderate,52,86,33,43,Moderate,High,Moderate,Moderate,47,79,43,47,Moderate,High,Moderate,Moderate,41,75,42,45
1941,36081047300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,534,0.033393048,0.021281403,0.044035979,0.011080809,High,Moderate,Moderate,Moderate,71,51,53,58,High,Low,Moderate,Moderate,66,27,60,60,Moderate,Low,Moderate,Moderate,57,26,57,56
1942,36081047500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,668,0.036644109,-0.021394655,-0.068690002,-0.00621891,High,Very Low,Low,Low,72,18,32,38,High,Very Low,Moderate,Moderate,67,5,43,42,Moderate,Very Low,Moderate,Moderate,58,4,41,41
1943,36081047600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,377,0.016759532,0.071490973,0.14189318,0.02597232,High,Very High,High,High,63,95,74,75,Moderate,Very High,High,High,59,93,78,75,Moderate,Very High,High,High,50,91,75,69
1944,36081047800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,634,-0.021408627,0.042234883,-0.10204341,-0.009747817,Moderate,High,Low,Low,42,73,27,34,Low,Moderate,Low,Low,39,57,38,39,Low,Moderate,Low,Low,35,54,37,38
1945,36081047900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1170,0.035937939,0.012736544,-0.085265987,-0.004594208,High,Moderate,Low,Low,72,43,30,40,High,Very Low,Low,Moderate,67,18,40,44,Moderate,Very Low,Low,Moderate,58,18,39,42
1946,36081048000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,434,-0.005550711,0.033370409,-0.17042074,-0.016895084,Moderate,High,Very Low,Low,51,64,18,27,Moderate,Moderate,Low,Low,47,44,29,32,Moderate,Moderate,Low,Low,41,42,28,32
1947,36081048100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1330,0.054174054,0.0184146,-0.14197223,-0.008572954,High,Moderate,Low,Low,78,48,22,35,High,Low,Low,Low,75,23,32,40,High,Low,Low,Low,66,23,31,39
1948,36081048200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,261,-0.03325177,0.043007072,-0.076754004,-0.008031994,Low,High,Low,Low,35,74,31,36,Low,Moderate,Moderate,Moderate,32,58,41,41,Low,Moderate,Low,Low,31,55,40,40
1949,36081048300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,752,0.078041166,0.008464393,-0.007474679,0.008658694,Very High,Low,Moderate,Moderate,85,39,43,56,Very High,Very Low,Moderate,Moderate,84,15,52,58,High,Very Low,Moderate,Moderate,76,15,50,54
1950,36081048400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1037,-0.047396872,0.031970717,-0.054842204,-0.008220221,Low,High,Low,Low,26,62,34,36,Low,Moderate,Moderate,Moderate,27,42,44,41,Low,Low,Moderate,Low,27,40,43,40
1951,36081048500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,558,0.040453505,-0.004758281,0.10731867,0.016454952,High,Low,High,High,74,29,67,65,High,Very Low,High,High,69,9,71,66,Moderate,Very Low,High,Moderate,60,9,68,60
1952,36081048900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,480,0.087254725,-0.011763311,0.053394005,0.014608379,Very High,Low,Moderate,High,88,24,55,63,Very High,Very Low,High,High,86,7,62,64,High,Very Low,Moderate,Moderate,78,6,59,59
1953,36081049200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,887,0.007868024,-0.006634753,-0.12361464,-0.014221423,Moderate,Low,Low,Low,59,27,24,29,Moderate,Very Low,Low,Low,54,9,35,35,Moderate,Very Low,Low,Low,46,8,34,34
1954,36081049301,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,446,0.092780568,0.002523402,-0.049358461,0.004781955,Very High,Low,Low,Moderate,89,34,35,51,Very High,Very Low,Moderate,Moderate,88,12,45,54,High,Very Low,Moderate,Moderate,80,12,44,51
1955,36081049302,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,643,0.063818909,0.01947939,-0.084485739,-0.000703537,Very High,Moderate,Low,Moderate,81,50,30,44,High,Low,Moderate,Moderate,79,24,41,48,High,Low,Low,Moderate,70,24,39,46
1956,36081049500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,355,0.067447335,0.031936526,-0.039154772,0.006298378,Very High,High,Low,Moderate,82,62,37,53,Very High,Moderate,Moderate,Moderate,81,42,47,56,High,Low,Moderate,Moderate,72,40,45,52
1957,36081049600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,564,-0.053314142,0.027742708,0.005649746,-0.002284714,Low,Moderate,Moderate,Moderate,23,58,46,42,Low,Low,Moderate,Moderate,25,36,54,47,Low,Low,Moderate,Moderate,24,35,52,45
1958,36081049700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,685,0.066953532,0.008949841,-0.030455427,0.004810231,Very High,Low,Low,Moderate,82,40,39,51,High,Very Low,Moderate,Moderate,80,15,48,54,High,Very Low,Moderate,Moderate,71,15,47,51
1959,36081049900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1151,0.030896712,0.02447173,-0.043423679,0.000966427,High,Moderate,Low,Moderate,70,55,37,46,High,Low,Moderate,Moderate,65,31,47,50,Moderate,Low,Moderate,Moderate,56,31,45,48
1960,36081050000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1056,-0.040815674,0.02207407,-0.23224977,-0.029190989,Low,Moderate,Very Low,Very Low,30,52,12,17,Low,Low,Low,Low,29,28,22,23,Low,Low,Low,Low,29,28,21,22
1961,36081050201,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,277,-0.070060685,0.012931255,-0.019756913,-0.008668787,Very Low,Moderate,Moderate,Low,15,43,41,35,Very Low,Very Low,Moderate,Low,18,18,50,40,Very Low,Very Low,Moderate,Low,19,18,48,39
1962,36081050202,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,273,-0.060197983,0.021621739,-0.19926476,-0.027543407,Very Low,Moderate,Very Low,Very Low,20,52,15,18,Low,Low,Low,Low,22,27,26,24,Low,Low,Low,Low,22,27,24,23
1963,36081050400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,371,-0.059265569,0.008444727,-0.15694779,-0.023917915,Very Low,Low,Very Low,Low,20,39,20,21,Low,Very Low,Low,Low,22,15,30,27,Low,Very Low,Low,Low,22,15,29,26
1964,36081050500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,236,0.069634497,-0.009537676,-0.045565877,0.001381013,Very High,Low,Low,Moderate,83,25,36,47,Very High,Very Low,Moderate,Moderate,81,8,46,50,High,Very Low,Moderate,Moderate,72,7,45,48
1965,36081050600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,370,-0.069391504,0.031224752,-0.15174413,-0.022007907,Very Low,High,Very Low,Low,16,62,20,22,Very Low,Moderate,Low,Low,19,41,31,28,Very Low,Low,Low,Low,19,40,30,28
1966,36081050700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,845,0.046007603,0.021020614,0.015488055,0.009125484,High,Moderate,Moderate,Moderate,76,51,48,56,High,Low,Moderate,Moderate,71,26,56,59,High,Low,Moderate,Moderate,62,26,53,54
1967,36081050800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,590,-0.082413487,0.021543,-0.25892287,-0.036950372,Very Low,Moderate,Very Low,Very Low,11,52,10,12,Very Low,Low,Very Low,Very Low,13,27,20,19,Very Low,Low,Very Low,Very Low,14,27,19,18
1968,36081051000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,349,-0.067439504,0.03472602,-0.16553587,-0.023024522,Very Low,High,Very Low,Low,16,65,19,22,Very Low,Moderate,Low,Low,19,46,29,28,Very Low,Moderate,Low,Low,19,44,28,27
1969,36081051100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,503,0.096989982,0.056399483,0.11033957,0.029564455,Very High,Very High,High,High,90,86,67,79,Very High,High,High,High,88,79,72,79,Very High,High,High,High,81,75,68,73
1970,36081051200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,749,-0.066394418,0.048675179,-0.1574031,-0.020478282,Very Low,High,Very Low,Low,17,79,20,24,Very Low,High,Low,Low,20,68,30,29,Very Low,High,Low,Low,20,64,29,29
1971,36081051300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,558,0.089519329,0.026913673,-0.064145193,0.005295909,Very High,Moderate,Low,Moderate,88,57,33,51,Very High,Low,Moderate,Moderate,87,34,43,54,High,Low,Moderate,Moderate,79,34,42,51
1972,36081051500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,514,0.10842127,0.00747337,0.071512759,0.021103868,Very High,Low,Moderate,High,92,38,59,70,Very High,Very Low,High,High,90,14,65,70,Very High,Very Low,High,High,84,14,62,64
1973,36081051600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,339,-0.09218163,0.019654177,-0.35378414,-0.049270485,Very Low,Moderate,Very Low,Very Low,9,50,5,7,Very Low,Low,Very Low,Very Low,10,25,14,13,Very Low,Low,Very Low,Very Low,11,25,13,12
1974,36081051700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,307,0.062073633,0.039714728,-0.088919766,0.000740671,Very High,High,Low,Moderate,81,70,29,46,High,Moderate,Low,Moderate,78,54,40,50,High,Moderate,Low,Moderate,69,51,39,48
1975,36081051800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,597,-0.054369673,0.013970801,-0.16214477,-0.023393424,Low,Moderate,Very Low,Low,22,44,19,21,Low,Very Low,Low,Low,24,19,30,27,Low,Very Low,Low,Low,24,19,29,26
1976,36081052000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,279,-0.055449955,0.002276158,0.069483526,0.002197846,Low,Low,Moderate,Moderate,22,34,59,48,Low,Very Low,High,Moderate,24,12,65,51,Low,Very Low,High,Moderate,24,12,62,49
1977,36081052100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,538,0.077623457,0.039833985,-0.060659092,0.005761235,Very High,High,Low,Moderate,85,71,34,52,Very High,Moderate,Moderate,Moderate,84,54,44,55,High,Moderate,Moderate,Moderate,76,51,42,52
1978,36081052200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,492,-0.05696502,0.008222105,-0.072886005,-0.013904816,Low,Low,Low,Low,21,39,32,30,Low,Very Low,Moderate,Low,23,15,42,35,Low,Very Low,Moderate,Low,23,15,41,35
1979,36081052400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,332,-0.048262127,0.030245012,-0.068910472,-0.010136659,Low,High,Low,Low,26,61,32,34,Low,Low,Moderate,Low,26,40,43,39,Low,Low,Moderate,Low,26,38,41,38
1980,36081052500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,453,0.051862467,0.032814208,-0.068962291,0.001200011,High,High,Low,Moderate,78,63,32,47,High,Moderate,Moderate,Moderate,74,43,43,50,High,Moderate,Moderate,Moderate,65,42,41,48
1981,36081052600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,604,-0.00043957,0.035670899,-0.19278014,-0.018687246,Moderate,High,Very Low,Low,54,66,16,25,Moderate,Moderate,Low,Low,50,48,26,31,Moderate,Moderate,Low,Low,43,46,25,30
1982,36081052800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,248,0.012926511,-0.005267241,-0.23369695,-0.026327182,High,Low,Very Low,Very Low,61,28,12,19,Moderate,Very Low,Low,Low,57,9,22,25,Moderate,Very Low,Low,Low,48,9,21,24
1983,36081053000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,529,-0.016752969,-0.008553056,-0.11507154,-0.016153349,Moderate,Low,Low,Low,45,26,25,28,Moderate,Very Low,Low,Low,41,8,36,33,Low,Very Low,Low,Low,37,8,35,32
1984,36081053100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,640,0.052727547,0.020795127,-0.078031205,-0.001038618,High,Moderate,Low,Moderate,78,51,31,44,High,Low,Moderate,Moderate,74,26,41,48,High,Low,Low,Moderate,65,26,40,46
1985,36081053200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,362,-0.060091332,0.0064401,-0.099813923,-0.017573722,Very Low,Low,Low,Low,20,37,27,26,Low,Very Low,Low,Low,22,14,38,32,Low,Very Low,Low,Low,22,14,37,31
1986,36081053401,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,355,-0.046028461,0.028305592,-0.19631082,-0.024921931,Low,Moderate,Very Low,Very Low,27,59,15,20,Low,Low,Low,Low,27,36,26,26,Low,Low,Low,Low,27,36,25,25
1987,36081053500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,432,0.03924061,0.003206346,-0.1448496,-0.01217702,High,Low,Low,Low,73,35,21,32,High,Very Low,Low,Low,68,12,32,37,Moderate,Very Low,Low,Low,59,12,31,36
1988,36081053601,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,419,-0.096618071,0.03618696,-0.0628528,-0.014145472,Very Low,High,Low,Low,7,67,33,30,Very Low,Moderate,Moderate,Low,9,48,43,35,Very Low,Moderate,Moderate,Low,9,46,42,34
1989,36081053800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,415,-0.080224477,0.025381492,-0.13261867,-0.021601636,Very Low,Moderate,Low,Low,12,56,23,23,Very Low,Low,Low,Low,14,32,33,28,Very Low,Low,Low,Low,15,32,32,28
1990,36081053900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,891,0.009784576,0.035963856,-0.019958621,0.002585871,Moderate,High,Moderate,Moderate,60,67,41,48,Moderate,Moderate,Moderate,Moderate,55,48,50,52,Moderate,Moderate,Moderate,Moderate,47,46,48,49
1991,36081054000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,944,-0.040880039,0.027660357,-0.18391179,-0.0229785,Low,Moderate,Very Low,Low,30,58,16,22,Low,Low,Low,Low,29,35,27,28,Low,Low,Low,Low,29,35,26,27
1992,36081054200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1107,-0.028912617,0.041327965,-0.046278302,-0.004184421,Low,High,Low,Low,37,72,36,40,Low,Moderate,Moderate,Moderate,34,56,46,44,Low,Moderate,Moderate,Moderate,32,53,45,43
1993,36081054500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,975,-0.026999366,0.01497857,-0.097380213,-0.012723466,Low,Moderate,Low,Low,39,45,28,31,Low,Very Low,Low,Low,36,20,39,36,Low,Very Low,Low,Low,33,20,37,36
1994,36081054700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1094,-0.027755802,0.023073031,-0.053031623,-0.006784857,Low,Moderate,Low,Low,38,53,35,37,Low,Low,Moderate,Moderate,35,29,45,42,Low,Low,Moderate,Moderate,33,29,43,41
1995,36081054800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,429,0.074751779,0.002267912,-0.08666493,-0.001579846,Very High,Low,Low,Moderate,84,34,29,43,Very High,Very Low,Low,Moderate,83,12,40,47,High,Very Low,Low,Moderate,74,12,39,45
